target01,target02
0.3679957896395859,-1.3504672201884462
0.6119739342606683,-0.29387025861886007
0.6120490671546301,0.6975734842374817
0.256651753214319,-0.021313057446663147
0.5840320473167242,1.614270104235344
0.41423991503114077,-1.2053184853720755
0.3076944009820319,-0.7118721318023571
0.3524025034479418,-0.656261816976829
0.8413037629702239,-0.15452319350389998
0.7956187447274928,0.6719231569621384
0.6804069152684558,-1.0200726749267823
0.3384592566082174,2.867059864592267
0.38169301717680404,0.08513716907387203
0.3210171438983138,-0.23944115494083867
0.32634021640013267,0.6761697260588727
0.4143744678046932,0.42643383329935625
0.39655361006109646,0.4001114974355594
0.3316027618176086,1.9666771706216057
0.22893184505405276,0.9982104297121308
0.35063502061587065,-1.3822775982819748
0.36806143446273104,-0.5367882983367146
0.997954241315885,-0.21335743047625913
0.3901728207740096,-0.6448925103996423
0.8068109558230249,0.6064460391366251
0.33619731339329595,-0.6696437050118058
0.3848872562742674,2.0747373749409603
0.8525575764978246,-0.4207459990255017
0.278204648353189,1.7847841693102677
0.7366577974987832,-1.133048446315019
0.8255724248859444,-0.2876803012764585
0.9267875409041193,0.1981890713330151
0.35184118710490586,-0.6311665441712044
0.5118651201495606,0.07313782646862832
0.3517267160402038,-1.0858380580543798
0.8778740162043699,-0.4328082473708653
0.3462984716487805,0.38037901038560573
0.9615345466528099,0.5047578986200775
0.5868384703676736,-0.28570263465452583
0.7590360689956621,-1.5060759839393973
0.3387697928750714,2.0313552257480487
0.3941908659995562,0.21281798442935962
0.7322458815628068,1.6770725820122163
0.9301766276275153,-0.6834813656414406
0.8417370456631905,-0.7575175289337133
0.35078955605157136,0.018896968149286986
0.1808032455838416,-1.615429806547728
0.3596760947030532,-0.27642797790587176
0.6071257894122832,0.7521184646016335
0.3982021032206253,2.4915860698360768
0.36798690330625916,0.07592836513195753
0.35572530726136614,-0.39465781763379826
0.6562986174705485,-0.24941773944351558
0.38019147218118376,0.6815197653367662
0.6303264519390245,-1.5422503287519036
0.11761209481141195,-0.96931943875718
0.7679606485138846,0.0239239395137944
0.3571490886892629,0.5274728954927133
0.6066411418835921,-0.29224968526772777
0.9136935651919896,-0.6011699083332158
0.5494457726931115,-0.291190466583584
0.7277368433875205,0.8021065749844561
0.8049478462541316,0.17630950880922835
1.074061475291893,2.419345218110251
0.6000386653080007,0.8297230051083174
